Analyte#	Protein ID	Entry Name	Protein Description	Gene	Contaminants	Protein Group	Sub Group	Number of  Used Peptide Ions	Value.NM	Value.MIC	Numb.NM	Numb.MIC	Median.NM	Median.MIC	Avg.NM	Avg.MIC	STD.NM	STD.MIC	CV.NM	CV.MIC	pval.Multiple.ANOVA	pval.NM.vs.MIC.ttest
3374	XP_030837983.1	---	XP_030837983.1 calpain-5 [Strongylocentrotus purpuratus]	---	N	2154	a	10	0.774; 0.896; 0.947	1.43; 1.392; 1.196	3	3	0.896	1.392	0.872	1.339	0.089	0.126	10.21	9.41	0.00626597406604457	0.00626597406604457
3375	XP_030837984.1	---	XP_030837984.1 serine/threonine-protein kinase PAK 3 isoform X1 [Strongylocentrotus purpuratus]	---	N	2155	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3376	XP_030837988.1	---	XP_030837988.1 cullin-3-B [Strongylocentrotus purpuratus]	---	N	2156	a	40	1.022; 1.095; 0.951	1.116; 0.886; 0.955	3	3	1.022	0.955	1.023	0.986	0.072	0.118	7.04	11.97	0.667083357891624	0.667083357891624
3377	XP_030837989.1	---	XP_030837989.1 proteoglycan 4-like isoform X2 [Strongylocentrotus purpuratus]	---	N	5789	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3378	XP_030837990.1	---	"XP_030837990.1 alpha-(1,3)-fucosyltransferase 7 [Strongylocentrotus purpuratus]"	---	N	5801	b	3	1.334; ---; 0.584	0.918; ---; 1.058	2	2	0.959	0.988	0.959	0.988	0.530	0.099	55.27	10.02	---	---
3379	XP_030837991.1	---	XP_030837991.1 uncharacterized protein LOC100893162 [Strongylocentrotus purpuratus]	---	N	2157	a	4	0.854; 1.003; 1.43	1.301; 1.43; 1.058	3	3	1.003	1.301	1.096	1.263	0.299	0.189	27.28	14.96	0.458492614308581	0.458492614308581
3380	XP_030837996.1	---	XP_030837996.1 pleckstrin homology domain-containing family B member 2 [Strongylocentrotus purpuratus]	---	N	2158	a	10	1.225; 0.764; 0.522	1.431; 1.162; 0.595	3	3	0.764	1.162	0.837	1.063	0.357	0.427	42.65	40.17	0.521160652318819	0.521160652318819
3381	XP_030837997.1	---	XP_030837997.1 protein CWC15 homolog A [Strongylocentrotus purpuratus]	---	N	2159	a	8	0.943; 1.03; 1.131	0.918; 1; 1.128	3	3	1.030	1.000	1.035	1.015	0.094	0.106	9.08	10.44	0.824685906893931	0.824685906893931
3382	XP_030837998.1	---	XP_030837998.1 uncharacterized protein LOC583829 [Strongylocentrotus purpuratus]	---	N	2160	a	3	1.204; 0.648; 0.979	2.334; 1; 1	3	3	0.979	1.000	0.944	1.445	0.280	0.770	29.66	53.29	0.349302047244602	0.349302047244602
3383	XP_030838000.1	---	XP_030838000.1 importin-5 [Strongylocentrotus purpuratus]	---	N	2161	a	61	0.977; 1.002; 1.032	1.037; 0.812; 1.036	3	3	1.002	1.036	1.004	0.962	0.028	0.130	2.79	13.51	0.612218300964297	0.612218300964297
3384	XP_030838005.1	---	XP_030838005.1 laminin subunit alpha isoform X2 [Strongylocentrotus purpuratus]	---	N	5860	b	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3385	XP_030838007.1	---	XP_030838007.1 disks large homolog 1 isoform X1 [Strongylocentrotus purpuratus]	---	N	6071	b	9	0.938; 1.032; 0.789	1.128; 0.931; 1.245	3	3	0.938	1.128	0.920	1.101	0.123	0.159	13.37	14.44	0.191632010070093	0.191632010070093
3386	XP_030838009.1	---	XP_030838009.1 transmembrane protein 126A [Strongylocentrotus purpuratus]	---	N	2162	a	3	0.7; 1; 1.091	0.538; 1.058; 1.264	3	3	1.000	1.058	0.930	0.953	0.205	0.374	22.04	39.24	0.930062561841022	0.930062561841022
3387	XP_030838010.1	---	XP_030838010.1 disks large 1 tumor suppressor protein-like [Strongylocentrotus purpuratus]	---	N	2163	a	5	0.904; 0.65; 1.117	1.43; 0.812; 0.948	3	3	0.904	0.948	0.890	1.063	0.234	0.325	26.29	30.57	0.495590183358664	0.495590183358664
3388	XP_030838015.1	---	XP_030838015.1 transmembrane 9 superfamily member 2 isoform X1 [Strongylocentrotus purpuratus]	---	N	2164	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3389	XP_030838022.1	---	XP_030838022.1 glycogenin-1 isoform X1 [Strongylocentrotus purpuratus]	---	N	5790	b	1	1.027; 1.306; 1.044	0.909; 0.973; 0.854	3	3	1.044	0.909	1.126	0.912	0.156	0.060	13.85	6.58	0.0914944554790956	0.0914944554790956
3390	XP_030838023.1	---	XP_030838023.1 glycogenin-1 isoform X2 [Strongylocentrotus purpuratus]	---	N	5790	a	2	0.872; 2.168; 0.816	0.658; 1.525; 0.668	3	3	0.872	0.668	1.285	0.950	0.765	0.498	59.53	52.42	0.559454841927279	0.559454841927279
3391	XP_030838031.1	---	XP_030838031.1 dedicator of cytokinesis protein 9 isoform X1 [Strongylocentrotus purpuratus]	---	N	5155	b	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3392	XP_030838059.1	---	XP_030838059.1 methylosome subunit pICln [Strongylocentrotus purpuratus]	---	N	2165	a	3	1.294; 1.812; 1	1.349; 0.7; 1	3	3	1.294	1.000	1.369	1.016	0.411	0.325	30.02	31.99	0.308851712829762	0.308851712829762
3393	XP_030838063.1	---	XP_030838063.1 zinc finger CCCH domain-containing protein 13 [Strongylocentrotus purpuratus]	---	N	2166	a	6	0.836; 1.162; 1	1.118; 1.252; 1.018	3	3	1.000	1.118	0.999	1.129	0.163	0.117	16.32	10.36	0.325086293510253	0.325086293510253
3394	XP_030838068.1	---	XP_030838068.1 leucine-rich repeat and calponin homology domain-containing protein 2 isoform X1 [Strongylocentrotus purpuratus]	---	N	2167	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3395	XP_030838080.1	---	XP_030838080.1 heparan-sulfate 6-O-sulfotransferase 3-B [Strongylocentrotus purpuratus]	---	N	2168	a	2	0.974; 1.159; ---	1.026; 0.432; ---	2	2	1.067	0.729	1.067	0.729	0.131	0.420	12.28	57.61	---	---
3396	XP_030838081.1	---	XP_030838081.1 GPI mannosyltransferase 4 [Strongylocentrotus purpuratus]	---	N	2169	a	8	1.066; 0.817; 0.811	1.189; 1.421; 1.003	3	3	0.817	1.189	0.898	1.204	0.146	0.209	16.26	17.36	0.105953893448774	0.105953893448774
3397	XP_030838082.1	---	XP_030838082.1 telomerase Cajal body protein 1 [Strongylocentrotus purpuratus]	---	N	2170	a	3	1.027; 0.526; ---	1.049; 0.713; 1.287	2	3	0.776	1.049	0.776	1.016	0.354	0.288	45.62	28.35	---	---
3398	XP_030838086.1	---	XP_030838086.1 probable RNA-binding protein 18 [Strongylocentrotus purpuratus]	---	N	2171	a	6	0.746; 1.158; 1.241	0.861; 0.889; 0.94	3	3	1.158	0.889	1.048	0.897	0.265	0.040	25.29	4.46	0.382653953843245	0.382653953843245
3399	XP_030838087.1	---	XP_030838087.1 calcium-binding protein 39 [Strongylocentrotus purpuratus]	---	N	2172	a	19	1.104; 1; 1.079	0.917; 0.799; 1.033	3	3	1.079	0.917	1.061	0.916	0.054	0.117	5.09	12.77	0.123995631245034	0.123995631245034
3400	XP_030838088.1	---	XP_030838088.1 FUN14 domain-containing protein 1 [Strongylocentrotus purpuratus]	---	N	6992	a	2	0.621; 1.676; 1.303	0.382; 1.557; 0.984	3	3	1.303	0.984	1.200	0.974	0.535	0.588	44.58	60.37	0.648573709407006	0.648573709407006
3401	XP_030838089.1	---	XP_030838089.1 retinol dehydrogenase 11 [Strongylocentrotus purpuratus]	---	N	5791	c	3	1.018; 2.195; 0.915	0.878; 2.292; 0.833	3	3	1.018	0.878	1.376	1.334	0.711	0.830	51.67	62.22	0.950511900854665	0.950511900854665
3402	XP_030838090.1	---	XP_030838090.1 retinol dehydrogenase 12 [Strongylocentrotus purpuratus]	---	N	5791	a	17	0.956; 0.927; 1.047	0.991; 0.978; 1.013	3	3	0.956	0.991	0.977	0.994	0.063	0.018	6.45	1.81	0.668469883214548	0.668469883214548
3403	XP_030838091.1	---	XP_030838091.1 transcription initiation factor TFIID subunit 6 [Strongylocentrotus purpuratus]	---	N	5792	a	8	0.935; 1; 1.1	0.818; 0.975; 1	3	3	1.000	0.975	1.012	0.931	0.083	0.099	8.20	10.63	0.339696393957959	0.339696393957959
3404	XP_030838102.1	---	XP_030838102.1 26S proteasome non-ATPase regulatory subunit 1 [Strongylocentrotus purpuratus]	---	N	5793	a	50	1.098; 1.052; 1.031	0.811; 0.872; 0.983	3	3	1.052	0.872	1.060	0.889	0.034	0.087	3.21	9.79	0.0337459381756366	0.0337459381756366
3405	XP_030838104.1	---	XP_030838104.1 26S proteasome non-ATPase regulatory subunit 1-like [Strongylocentrotus purpuratus]	---	N	2173	a	25	1.044; 0.991; 1.021	1.026; 0.898; 1.017	3	3	1.021	1.017	1.019	0.980	0.027	0.071	2.65	7.24	0.432902601558444	0.432902601558444
3406	XP_030838105.1	---	"XP_030838105.1 alpha-1,2-mannosyltransferase ALG9 isoform X1 [Strongylocentrotus purpuratus]"	---	N	5794	a	1	0.545; ---; 0.9	1.496; ---; 1.1	2	2	0.723	1.298	0.723	1.298	0.251	0.280	34.72	21.57	---	---
3407	XP_030838108.1	---	XP_030838108.1 ankyrin repeat domain-containing protein 39 [Strongylocentrotus purpuratus]	---	N	2174	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3408	XP_030838109.1	---	"XP_030838109.1 acyl-coenzyme A thioesterase 9, mitochondrial-like [Strongylocentrotus purpuratus]"	---	N	2175	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3409	XP_030838111.1	---	XP_030838111.1 ras-related protein Rab-6A isoform X1 [Strongylocentrotus purpuratus]	---	N	6525	j	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3410	XP_030838120.1	---	"XP_030838120.1 elongation factor G, mitochondrial isoform X1 [Strongylocentrotus purpuratus]"	---	N	5795	a	6	1.166; 0.991; 0.947	0.435; 1.334; 0.627	3	3	0.991	0.627	1.035	0.799	0.116	0.473	11.21	59.20	0.448864922149492	0.448864922149492
3411	XP_030838127.1	---	XP_030838127.1 putative ATP-dependent RNA helicase Pl10 isoform X1 [Strongylocentrotus purpuratus]	---	N	5002	c	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3412	XP_030838136.1	---	XP_030838136.1 motile sperm domain-containing protein 1 [Strongylocentrotus purpuratus]	---	N	8766	a	1	0.82; 0.874; 1.1	1.175; 0.962; 1.038	3	3	0.874	1.038	0.931	1.058	0.149	0.108	16.00	10.21	0.297067979770458	0.297067979770458
3413	XP_030838139.1	---	XP_030838139.1 retinoblastoma-associated protein [Strongylocentrotus purpuratus]	---	N	2176	a	3	0.828; 0.671; 1.218	---; 1.146; 1.106	3	2	0.828	1.126	0.906	1.126	0.282	0.028	31.13	2.49	---	---
3414	XP_030838143.1	---	XP_030838143.1 leukocyte elastase inhibitor A isoform X1 [Strongylocentrotus purpuratus]	---	N	2178	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3415	XP_030838164.1	---	XP_030838164.1 UV radiation resistance-associated gene protein [Strongylocentrotus purpuratus]	---	N	2179	a	7	1.02; 0.967; 0.974	0.853; 1.088; 1.011	3	3	0.974	1.011	0.987	0.984	0.029	0.120	2.94	12.20	0.968383208944298	0.968383208944298
3416	XP_030838166.1	---	XP_030838166.1 filaggrin isoform X1 [Strongylocentrotus purpuratus]	---	N	5796	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3417	XP_030838169.1	---	"XP_030838169.1 proline-, glutamic acid- and leucine-rich protein 1 [Strongylocentrotus purpuratus]"	---	N	2180	a	17	0.981; 1.335; 1.019	0.66; 0.907; 0.891	3	3	1.019	0.891	1.112	0.819	0.194	0.138	17.45	16.85	0.100981793919025	0.100981793919025
3418	XP_030838172.1	---	XP_030838172.1 DNA polymerase delta subunit 3 isoform X2 [Strongylocentrotus purpuratus]	---	N	5797	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3419	XP_030838173.1	---	XP_030838173.1 uncharacterized protein LOC585096 [Strongylocentrotus purpuratus]	---	N	2181	a	11	0.997; 0.808; 1.326	1.373; 1.655; 1.002	3	3	0.997	1.373	1.044	1.343	0.262	0.328	25.10	24.42	0.283649623739098	0.283649623739098
3420	XP_030838175.1	---	XP_030838175.1 peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [Strongylocentrotus purpuratus]	---	N	2182	a	3	1.324; 1.532; 0.829	0.87; 1.401; 0.806	3	3	1.324	0.870	1.228	1.026	0.361	0.327	29.40	31.87	0.510849266874997	0.510849266874997
3421	XP_030838176.1	---	XP_030838176.1 anthocyanidin reductase ((2S)-flavan-3-ol-forming) [Strongylocentrotus purpuratus]	---	N	2183	a	7	1.128; 0.923; 0.54	1.841; 0.994; 0.7	3	3	0.923	0.994	0.864	1.178	0.298	0.592	34.49	50.25	0.457443983838601	0.457443983838601
3422	XP_030838178.1	---	XP_030838178.1 KICSTOR complex protein C12orf66 homolog isoform X1 [Strongylocentrotus purpuratus]	---	N	5798	a	3	0.427; 1.073; 1.191	3.784; 0.712; 0.633	3	3	1.073	0.712	0.897	1.710	0.411	1.797	45.82	105.09	0.487655578863757	0.487655578863757
3423	XP_030838180.1	---	XP_030838180.1 cohesin subunit SA-1 [Strongylocentrotus purpuratus]	---	N	5799	a	51	1.062; 1.059; 1.051	0.994; 0.839; 0.912	3	3	1.059	0.912	1.057	0.915	0.006	0.078	0.57	8.52	0.0338346351016761	0.033834635101676
3424	XP_030838192.1	---	XP_030838192.1 galactoside 3(4)-L-fucosyltransferase [Strongylocentrotus purpuratus]	---	N	5801	a	3	0.615; 1.007; 1.053	---; 1.198; 0.91	3	2	1.007	1.054	0.892	1.054	0.241	0.204	27.02	19.35	---	---
3425	XP_030838197.1	---	XP_030838197.1 lys-63-specific deubiquitinase BRCC36 [Strongylocentrotus purpuratus]	---	N	2184	a	7	0.97; 1.281; 1	0.54; 0.999; 1.03	3	3	1.000	0.999	1.084	0.856	0.172	0.274	15.87	32.01	0.290574954685893	0.290574954685893
3426	XP_030838200.1	---	XP_030838200.1 UDP-glucose:glycoprotein glucosyltransferase 1 isoform X1 [Strongylocentrotus purpuratus]	---	N	2185	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3427	XP_030838202.1	---	XP_030838202.1 protein LZIC [Strongylocentrotus purpuratus]	---	N	2186	a	9	0.992; 1.12; 1.004	1.001; 0.823; 0.859	3	3	1.004	0.859	1.039	0.894	0.071	0.094	6.83	10.51	0.100900748375471	0.100900748375471
3428	XP_030838213.1	---	XP_030838213.1 ankyrin repeat and MYND domain-containing protein 1 [Strongylocentrotus purpuratus]	---	N	2187	a	3	0.918; 0.906; 1	1.093; 1.274; 0.802	3	3	0.918	1.093	0.941	1.056	0.051	0.238	5.42	22.54	0.459381698566447	0.459381698566447
3429	XP_030838214.1	---	XP_030838214.1 probable phospholipid-transporting ATPase IF isoform X1 [Strongylocentrotus purpuratus]	---	N	2188	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3430	XP_030838220.1	---	XP_030838220.1 cysteine protease ATG4B isoform X1 [Strongylocentrotus purpuratus]	---	N	2189	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3431	XP_030838233.1	---	XP_030838233.1 U2 snRNP-associated SURP motif-containing protein [Strongylocentrotus purpuratus]	---	N	5802	a	14	1; 1.147; 1	0.957; 0.928; 1.079	3	3	1.000	0.957	1.049	0.988	0.085	0.080	8.10	8.10	0.416558250164663	0.416558250164663
3432	XP_030838234.1	---	XP_030838234.1 probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform X1 [Strongylocentrotus purpuratus]	---	N	2190	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3433	XP_030838242.1	---	XP_030838242.1 deoxyribodipyrimidine photo-lyase isoform X1 [Strongylocentrotus purpuratus]	---	N	2191	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3434	XP_030838250.1	---	XP_030838250.1 histone demethylase UTY-like [Strongylocentrotus purpuratus]	---	N	8536	a	1	1; 1.248; ---	0.565; ---; ---	2	1	1.124	0.565	1.124	0.565	0.175	0	15.57	0.00	---	---
3435	XP_030838255.1	---	XP_030838255.1 ecto-NOX disulfide-thiol exchanger 1-like isoform X1 [Strongylocentrotus purpuratus]	---	N	5803	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3436	XP_030838277.1	---	XP_030838277.1 multidrug resistance-associated protein 5 [Strongylocentrotus purpuratus]	---	N	5841	e	4	0.969; 1.421; 0.905	1.237; 1.005; 1.309	3	3	0.969	1.237	1.098	1.184	0.281	0.159	25.59	13.43	0.671024663771956	0.671024663771956
3437	XP_030838284.1	---	XP_030838284.1 sialidase-1-like [Strongylocentrotus purpuratus]	---	N	5804	a	1	0.823; 0.673; 0.759	1.414; 1.177; 1.554	3	3	0.759	1.414	0.752	1.382	0.075	0.191	9.97	13.82	0.00598281582634362	0.00598281582634362
3438	XP_030838297.1	---	XP_030838297.1 UBX domain-containing protein 7-like [Strongylocentrotus purpuratus]	---	N	2193	a	8	1.155; 0.946; 1	2.155; 0.748; 1.065	3	3	1.000	1.065	1.034	1.323	0.108	0.738	10.44	55.78	0.53896532317701	0.53896532317701
3439	XP_030838305.1	---	XP_030838305.1 cullin-4A [Strongylocentrotus purpuratus]	---	N	2195	a	52	0.96; 1.095; 1.017	0.777; 0.935; 1.022	3	3	1.017	0.935	1.024	0.911	0.068	0.124	6.64	13.61	0.239924281065915	0.239924281065915
3440	XP_030838312.1	---	XP_030838312.1 translationally-controlled tumor protein homolog [Strongylocentrotus purpuratus]	---	N	2196	a	17	0.941; 1.121; 1.053	0.905; 0.831; 1.019	3	3	1.053	0.905	1.038	0.918	0.091	0.095	8.77	10.35	0.188500391509373	0.188500391509373
3441	XP_030838314.1	---	XP_030838314.1 protein CREG1 [Strongylocentrotus purpuratus]	---	N	5806	a	1	0.656; 0.841; 1.179	0.825; 1.159; 1.302	3	3	0.841	1.159	0.892	1.095	0.265	0.245	29.71	22.37	0.384406232822018	0.384406232822018
3442	XP_030838320.1	---	"XP_030838320.1 39S ribosomal protein L2, mitochondrial [Strongylocentrotus purpuratus]"	---	N	2198	a	9	0.968; 0.94; 1.063	1.169; 1.332; 1	3	3	0.968	1.169	0.990	1.167	0.064	0.166	6.46	14.22	0.16088351579351	0.16088351579351
3443	XP_030838322.1	---	XP_030838322.1 leucine-rich repeat-containing protein 1 [Strongylocentrotus purpuratus]	---	N	2199	a	3	0.545; 1.053; 1.799	1.472; 1.061; 1.387	3	3	1.053	1.387	1.132	1.307	0.631	0.217	55.74	16.60	0.6742389231952	0.6742389231952
3444	XP_030838326.1	---	XP_030838326.1 GRIP and coiled-coil domain-containing protein 2 [Strongylocentrotus purpuratus]	---	N	2200	a	6	0.907; 0.963; 1.046	0.93; 1.039; 1	3	3	0.963	1.000	0.972	0.990	0.070	0.055	7.20	5.56	0.748604986573092	0.748604986573092
3445	XP_030838327.1	---	XP_030838327.1 zinc finger HIT domain-containing protein 1-like [Strongylocentrotus purpuratus]	---	N	2201	a	3	1.01; 1.847; 0.643	1.107; 3.644; 1.506	3	3	1.010	1.506	1.167	2.086	0.617	1.364	52.87	65.39	0.347665019458321	0.347665019458321
3446	XP_030838330.1	---	XP_030838330.1 NF-kappa-B-activating protein-like [Strongylocentrotus purpuratus]	---	N	2202	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3447	XP_030838342.1	---	XP_030838342.1 serine/threonine-protein kinase 25 isoform X1 [Strongylocentrotus purpuratus]	---	N	2205	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3448	XP_030838352.1	---	XP_030838352.1 WD repeat and FYVE domain-containing protein 2 [Strongylocentrotus purpuratus]	---	N	2206	a	18	1.049; 0.991; 1.083	1.199; 0.801; 0.882	3	3	1.049	0.882	1.041	0.961	0.047	0.210	4.51	21.85	0.553528813958496	0.553528813958496
3449	XP_030838354.1	---	XP_030838354.1 long-chain-fatty-acid--CoA ligase 3 [Strongylocentrotus purpuratus]	---	N	2207	a	35	1.02; 0.852; 1.057	1.168; 0.997; 0.998	3	3	1.020	0.998	0.976	1.054	0.109	0.098	11.17	9.30	0.410250999210417	0.410250999210417
3450	XP_030838355.1	---	XP_030838355.1 protein FAM122A [Strongylocentrotus purpuratus]	---	N	2208	a	3	0.746; 1.046; 1.609	0.443; 0.904; 1.291	3	3	1.046	0.904	1.134	0.879	0.438	0.425	38.62	48.35	0.510204970836958	0.510204970836958
3451	XP_030838359.1	---	XP_030838359.1 tyrosine-protein kinase RYK isoform X2 [Strongylocentrotus purpuratus]	---	N	5807	a	1	---; ---; 1	---; 1.383; 0.574	1	2	1.000	0.978	1.000	0.978	0	0.572	0.00	58.49	---	---
3452	XP_030838366.1	---	"XP_030838366.1 peripheral plasma membrane protein CASK, partial [Strongylocentrotus purpuratus]"	---	N	2210	a	22	1.099; 0.983; 1	0.986; 0.853; 1.014	3	3	1.000	0.986	1.027	0.951	0.063	0.086	6.13	9.04	0.281924893311363	0.281924893311363
3453	XP_030838374.1	---	XP_030838374.1 uncharacterized protein LOC115922811 [Strongylocentrotus purpuratus]	---	N	5808	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3454	XP_030838375.1	---	XP_030838375.1 ATP-sensitive inward rectifier potassium channel 12-like [Strongylocentrotus purpuratus]	---	N	2211	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3455	XP_030838415.1	---	XP_030838415.1 coiled-coil domain-containing protein 166 [Strongylocentrotus purpuratus]	---	N	2213	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3456	XP_030838423.1	---	XP_030838423.1 pinin-like [Strongylocentrotus purpuratus]	---	N	7189	a	1	---; 1.161; 1.554	---; 0.552; 0.839	2	2	1.357	0.696	1.357	0.696	0.278	0.203	20.49	29.17	---	---
3457	XP_030838438.1	---	XP_030838438.1 sn1-specific diacylglycerol lipase beta [Strongylocentrotus purpuratus]	---	N	5809	a	2	1; 1; 0.882	3.375; 1.295; 0.73	3	3	1.000	1.295	0.961	1.800	0.068	1.393	7.08	77.39	0.356071116963289	0.356071116963289
3458	XP_030838439.1	---	XP_030838439.1 profilin-2-like [Strongylocentrotus purpuratus]	---	N	2214	a	5	0.476; 0.277; ---	1; 3.521; 1.398	2	3	0.377	1.398	0.377	1.973	0.141	1.355	37.40	68.68	---	---
3459	XP_030838475.1	---	XP_030838475.1 peptidase M20 domain-containing protein 2-like [Strongylocentrotus purpuratus]	---	N	5913	b	1	1.611; 1; 0.724	1.214; 0.923; ---	3	2	1.000	1.069	1.112	1.069	0.454	0.206	40.83	19.27	---	---
3460	XP_030838502.1	---	XP_030838502.1 tektin-B1 isoform X1 [Strongylocentrotus purpuratus]	---	N	5810	a	4	0.942; 0.985; 1.079	1.061; 1.105; 0.748	3	3	0.985	1.061	1.002	0.971	0.070	0.195	6.99	20.08	0.810042145575327	0.810042145575327
3461	XP_030838507.1	---	XP_030838507.1 rho kinase isoform X2 [Strongylocentrotus purpuratus]	---	N	5811	a	1	0.541; 0.505; 1	---; 1.327; 1.243	3	2	0.541	1.285	0.682	1.285	0.276	0.059	40.47	4.59	---	---
3462	XP_030838510.1	---	XP_030838510.1 eukaryotic translation initiation factor 4 gamma 2 isoform X1 [Strongylocentrotus purpuratus]	---	N	5812	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3463	XP_030838512.1	---	XP_030838512.1 protein O-fucosyltransferase 1 isoform X1 [Strongylocentrotus purpuratus]	---	N	5813	a	1	0.546; 0.664; 2.018	1.988; 0.905; 1.095	3	3	0.664	1.095	1.076	1.329	0.818	0.578	76.02	43.49	0.683973837676404	0.683973837676404
3464	XP_030838513.1	---	XP_030838513.1 centrosome and spindle pole associated protein 1 isoform X1 [Strongylocentrotus purpuratus]	---	N	5689	c	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
3465	XP_030838520.1	---	XP_030838520.1 uncharacterized protein LOC105440586 [Strongylocentrotus purpuratus]	---	N	4971	c	3	0.778; 1.327; ---	0.734; 1.084; ---	2	2	1.053	0.909	1.053	0.909	0.388	0.247	36.85	27.17	---	---
3466	XP_030838521.1	---	XP_030838521.1 stromal membrane-associated protein 1 isoform X1 [Strongylocentrotus purpuratus]	---	N	2216	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
